                  创业板50 (399673) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	  AMO.AMOW  	  AMO.AMO1  	  AMO.AMO2  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2019/07/01	 1237.05	 1255.45	 1228.22	 1254.78	       14498707	    1215.94	    1198.47	    1171.64	    1237.66	    1203.45	    1188.41	           	           	           	           	 2554262.00	 1748656.38	 1793963.00	       7.67	      -4.69	      24.72	
 2019/07/02	 1252.89	 1263.34	 1248.42	 1255.95	       10223174	    1227.80	    1209.65	    1176.86	    1235.19	    1205.57	    1188.41	           	           	           	           	 1942952.38	 1801871.88	 1886604.63	      11.63	      -1.42	      26.12	
 2019/07/03	 1252.84	 1252.84	 1235.46	 1240.48	        8779574	    1235.35	    1217.83	    1181.81	    1232.23	    1207.72	    1188.22	           	           	           	           	 1779421.75	 1860002.88	 1870814.75	      13.37	       1.53	      23.67	
 2019/07/04	 1243.64	 1246.27	 1223.14	 1229.93	        7392293	    1237.76	    1222.18	    1186.34	    1229.13	    1209.88	    1188.03	           	           	           	           	 1444296.25	 1805182.13	 1804383.00	      13.74	       3.97	      19.52	
 2019/07/05	 1230.81	 1238.14	 1226.78	 1234.74	        5966454	    1243.18	    1224.52	    1192.28	    1226.56	    1211.84	    1187.74	           	           	           	           	 1171793.25	 1778545.13	 1673231.38	      14.25	       6.03	      16.44	
 2019/07/08	 1230.58	 1230.58	 1186.22	 1194.72	        9722161	    1231.16	    1223.55	    1195.66	    1223.20	    1213.33	    1187.33	           	           	           	           	 1638383.00	 1595369.38	 1672012.88	      11.30	       7.08	       8.43	
 2019/07/09	 1194.82	 1204.39	 1188.29	 1202.24	        6759257	    1220.42	    1224.11	    1197.12	    1220.23	    1214.91	    1186.96	           	           	           	           	 1215180.13	 1449814.88	 1625843.38	       9.46	       7.56	       3.80	
 2019/07/10	 1204.96	 1206.28	 1193.13	 1197.16	        6000545	    1211.76	    1223.55	    1198.98	    1217.69	    1216.47	    1186.36	           	           	           	           	 1182835.50	 1330497.63	 1595250.25	       7.50	       7.55	      -0.09	
 2019/07/11	 1207.68	 1214.03	 1193.33	 1197.56	        6017444	    1205.28	    1221.52	    1200.77	    1215.09	    1218.08	    1185.83	           	           	           	           	 1118677.75	 1265373.88	 1535278.00	       5.91	       7.22	      -2.61	
 2019/07/12	 1199.56	 1206.69	 1189.69	 1201.50	        6245285	    1198.64	    1220.91	    1203.83	    1212.96	    1219.71	    1185.23	           	           	           	           	 1106842.13	 1252383.75	 1515464.38	       4.92	       6.76	      -3.68	
 2019/07/15	 1196.64	 1231.28	 1184.72	 1221.11	       12424026	    1203.91	    1217.54	    1208.00	    1210.49	    1221.61	    1184.85	           	           	           	           	 2041172.75	 1332941.63	 1464155.50	       5.65	       6.54	      -1.78	
 2019/07/16	 1220.16	 1225.52	 1215.35	 1221.02	        8198232	    1207.67	    1214.05	    1211.85	    1207.90	    1223.33	    1184.56	           	           	           	           	 1455283.25	 1380962.25	 1415388.63	       6.14	       6.46	      -0.63	
 2019/07/17	 1219.93	 1234.71	 1217.46	 1226.82	        9298303	    1213.60	    1212.68	    1215.25	    1205.59	    1225.10	    1184.27	           	           	           	           	 1583748.88	 1461145.00	 1395821.25	       6.93	       6.55	       0.75	
 2019/07/18	 1220.02	 1220.67	 1206.82	 1206.82	        8546774	    1215.45	    1210.37	    1216.28	    1202.77	    1226.82	    1183.80	           	           	           	           	 1391343.00	 1515678.00	 1390526.00	       5.87	       6.42	      -1.09	
 2019/07/19	 1214.16	 1231.25	 1213.76	 1219.03	        8025209	    1218.96	    1208.80	    1216.66	    1200.57	    1228.48	    1183.33	           	           	           	           	 1364035.63	 1567116.75	 1409750.25	       5.94	       6.32	      -0.75	
 2019/07/22	 1223.80	 1225.20	 1195.58	 1196.97	        8475358	    1214.13	    1209.02	    1216.29	    1198.24	    1229.90	    1182.88	           	           	           	           	 1401094.50	 1439101.00	 1386021.38	       4.18	       5.89	      -3.43	
 2019/07/23	 1201.16	 1214.61	 1199.02	 1214.61	        7106483	    1212.85	    1210.26	    1217.19	    1195.78	    1231.62	    1182.32	           	           	           	           	 1315333.63	 1411111.13	 1396036.75	       4.15	       5.54	      -2.79	
 2019/07/24	 1217.71	 1239.54	 1217.71	 1231.28	       10962908	    1213.74	    1213.67	    1218.61	    1194.38	    1233.51	    1181.81	           	           	           	           	 1822747.25	 1458910.75	 1460027.88	       5.41	       5.52	      -0.21	
 2019/07/25	 1230.10	 1244.05	 1227.38	 1241.59	        9641849	    1220.70	    1218.07	    1219.80	    1193.19	    1235.38	    1181.37	           	           	           	           	 1645893.50	 1509820.88	 1512749.50	       7.16	       5.85	       2.63	
 2019/07/26	 1238.61	 1245.41	 1235.14	 1244.01	        7444741	    1225.69	    1222.33	    1221.62	    1192.59	    1237.24	    1180.91	           	           	           	           	 1293013.38	 1495616.50	 1531366.63	       8.65	       6.41	       4.48	
 2019/07/29	 1243.71	 1248.60	 1234.30	 1240.76	        8621301	    1234.45	    1224.29	    1220.92	    1192.02	    1239.11	    1180.51	           	           	           	           	 1395604.38	 1494518.38	 1466809.75	       9.45	       7.02	       4.87	
 2019/07/30	 1242.59	 1267.62	 1241.94	 1256.26	       11367588	    1242.78	    1227.81	    1220.93	    1193.33	    1241.23	    1180.21	           	           	           	           	 1887132.50	 1608878.25	 1509994.63	      11.21	       7.85	       6.71	
 2019/07/31	 1255.03	 1255.78	 1246.12	 1247.12	        7912670	    1245.95	    1229.84	    1221.26	    1194.29	    1243.39	    1179.79	           	           	           	           	 1397150.25	 1523758.75	 1491334.75	      11.73	       8.63	       6.20	
 2019/08/01	 1240.50	 1249.63	 1236.86	 1244.58	        8393756	    1246.55	    1233.62	    1221.99	    1195.39	    1245.53	    1179.27	           	           	           	           	 1510052.38	 1496590.63	 1503205.75	      11.80	       9.26	       5.08	
 2019/08/02	 1214.97	 1230.48	 1210.69	 1228.19	       10916816	    1243.38	    1234.54	    1221.67	    1196.46	    1247.20	    1178.64	           	           	           	           	 1779148.38	 1593817.63	 1544717.00	      10.42	       9.49	       1.84	
 2019/08/05	 1221.96	 1234.35	 1201.53	 1201.53	       10949718	    1235.54	    1234.99	    1222.01	    1196.20	    1248.38	    1177.90	           	           	           	           	 1804546.63	 1675606.00	 1585062.25	       7.08	       9.01	      -3.86	
 2019/08/06	 1176.80	 1191.29	 1156.03	 1183.18	       12789161	    1220.92	    1231.85	    1221.06	    1196.02	    1249.30	    1177.19	           	           	           	           	 1987179.75	 1695615.50	 1652246.88	       2.93	       7.80	      -9.73	
 2019/08/07	 1192.02	 1193.57	 1177.67	 1177.67	        8712626	    1207.03	    1226.49	    1220.08	    1195.79	    1249.99	    1176.52	           	           	           	           	 1464609.38	 1709107.25	 1616433.00	      -0.80	       6.08	     -13.75	
 2019/08/08	 1188.05	 1199.57	 1185.40	 1196.25	        7978975	    1197.36	    1221.95	    1220.02	    1195.42	    1250.76	    1176.03	           	           	           	           	 1567748.25	 1720646.50	 1608618.50	      -2.23	       4.42	     -13.29	
 2019/08/09	 1205.05	 1208.41	 1186.54	 1188.67	        8762494	    1189.46	    1216.42	    1219.37	    1194.89	    1251.58	    1175.53	           	           	           	           	 1601468.38	 1685110.50	 1639464.00	      -3.93	       2.75	     -13.35	
 2019/08/12	 1191.52	 1215.49	 1186.82	 1215.47	        9828154	    1192.25	    1213.89	    1219.09	    1195.58	    1252.20	    1175.20	           	           	           	           	 1619085.13	 1648018.13	 1661812.13	      -3.08	       1.58	      -9.32	
 2019/08/13	 1203.74	 1213.44	 1200.93	 1206.48	        9078300	    1196.91	    1208.91	    1218.36	    1196.12	    1252.81	    1174.97	           	           	           	           	 1473046.00	 1545191.38	 1620403.50	      -3.09	       0.65	      -7.48	
 2019/08/14	 1225.33	 1231.71	 1217.27	 1218.24	       11771712	    1205.02	    1206.03	    1217.94	    1196.58	    1253.54	    1174.88	           	           	           	           	 1872367.88	 1626743.13	 1667925.25	      -2.13	       0.09	      -4.44	
 2019/08/15	 1193.28	 1234.76	 1191.05	 1234.76	       12900458	    1212.72	    1205.04	    1219.33	    1197.41	    1254.38	    1174.96	           	           	           	           	 1868181.50	 1686829.75	 1703738.13	      -0.03	       0.07	      -0.20	
 2019/08/16	 1234.13	 1256.37	 1232.36	 1242.89	       15438158	    1223.57	    1206.51	    1220.53	    1198.88	    1254.90	    1174.92	           	           	           	           	 2385314.75	 1843599.00	 1764354.75	       2.26	       0.51	       3.50	
 2019/08/19	 1258.76	 1298.58	 1257.30	 1298.58	       21360782	    1240.19	    1216.22	    1225.61	    1201.30	    1255.22	    1175.22	           	           	           	           	 3391908.00	 2198163.50	 1923090.88	       8.47	       2.10	      12.74	
 2019/08/20	 1302.79	 1305.81	 1285.58	 1288.38	       16850664	    1256.57	    1226.74	    1229.29	    1203.02	    1255.41	    1175.30	           	           	           	           	 2736602.00	 2450874.75	 1998033.13	      12.43	       4.16	      16.52	
 2019/08/21	 1285.71	 1289.54	 1279.95	 1282.92	       12507554	    1269.51	    1237.26	    1231.88	    1204.56	    1255.74	    1175.34	           	           	           	           	 1993080.25	 2475017.25	 2050880.25	      14.95	       6.32	      17.25	
 2019/08/22	 1285.57	 1287.92	 1274.54	 1285.95	       12171132	    1279.74	    1246.23	    1234.09	    1206.31	    1255.94	    1175.32	           	           	           	           	 1881258.38	 2477632.75	 2082231.25	      17.00	       8.46	      17.08	
 2019/08/23	 1287.52	 1295.03	 1278.88	 1290.32	       12857268	    1289.23	    1256.40	    1236.41	    1208.39	    1255.92	    1175.37	           	           	           	           	 2337182.75	 2468006.25	 2155802.75	      18.75	      10.52	      16.48	
 2019/08/26	 1266.00	 1283.01	 1264.48	 1276.00	       12045707	    1284.71	    1262.45	    1238.17	    1210.24	    1255.51	    1175.52	           	           	           	           	 2083297.88	 2206284.25	 2202224.00	      18.78	      12.17	      13.22	
 2019/08/27	 1284.59	 1311.30	 1282.78	 1294.20	       14410426	    1285.88	    1271.22	    1240.07	    1212.62	    1254.93	    1175.77	           	           	           	           	 2512113.00	 2161386.50	 2306130.75	      20.03	      13.74	      12.58	
 2019/08/28	 1296.00	 1297.47	 1283.49	 1287.62	       10609478	    1286.82	    1278.16	    1242.09	    1215.06	    1254.11	    1176.07	           	           	           	           	 1847516.63	 2132273.75	 2303645.50	      20.26	      15.04	      10.44	
 2019/08/29	 1288.94	 1293.86	 1278.86	 1283.77	       10299292	    1286.38	    1283.06	    1244.05	    1217.46	    1253.31	    1176.30	           	           	           	           	 1705950.25	 2097212.00	 2287422.50	      19.90	      16.02	       7.78	
 2019/08/30	 1293.67	 1300.94	 1271.96	 1279.98	       14120003	    1284.31	    1286.77	    1246.64	    1220.20	    1252.84	    1176.46	           	           	           	           	 2382059.50	 2106187.50	 2287096.75	      19.10	      16.63	       4.93	
 2019/09/02	 1283.92	 1324.60	 1283.92	 1322.35	       14620594	    1293.58	    1289.15	    1252.68	    1223.45	    1252.27	    1176.86	           	           	           	           	 2620217.25	 2213571.25	 2209927.75	      21.62	      17.63	       7.99	
 2019/09/03	 1325.16	 1329.32	 1314.35	 1329.32	       15510791	    1300.61	    1293.24	    1259.99	    1226.05	    1251.59	    1177.22	           	           	           	           	 2752013.00	 2261551.25	 2211469.00	      23.91	      18.89	      10.05	
 2019/09/04	 1325.40	 1336.49	 1320.02	 1336.39	       15799770	    1310.36	    1298.59	    1267.93	    1228.99	    1251.41	    1177.65	           	           	           	           	 2728055.75	 2437659.25	 2284966.50	      26.00	      20.31	      11.38	
 2019/09/05	 1348.58	 1376.42	 1348.58	 1356.43	       23473096	    1324.89	    1305.64	    1275.94	    1232.24	    1251.54	    1178.02	           	           	           	           	 3946961.00	 2885861.25	 2491536.75	      28.94	      22.04	      13.80	
 2019/09/06	 1367.67	 1371.08	 1352.58	 1367.99	       16618394	    1342.50	    1313.41	    1284.90	    1236.03	    1251.74	    1178.42	           	           	           	           	 2945515.00	 2998552.50	 2552370.00	      31.83	      23.99	      15.67	
 2019/09/09	 1382.64	 1411.64	 1374.24	 1411.64	       20688532	    1360.35	    1326.97	    1294.71	    1240.60	    1252.05	    1179.04	           	           	           	           	 3813184.25	 3237145.75	 2725358.50	      37.22	      26.64	      21.15	
 2019/09/10	 1412.12	 1412.27	 1396.44	 1403.02	       18156048	    1375.09	    1337.85	    1304.54	    1244.92	    1252.29	    1179.72	           	           	           	           	 3393230.25	 3365389.25	 2813470.25	      40.32	      29.38	      21.90	
 2019/09/11	 1409.74	 1415.58	 1383.27	 1385.40	       14433483	    1384.90	    1347.63	    1312.90	    1248.69	    1252.42	    1180.41	           	           	           	           	 2872018.00	 3394181.75	 2915920.50	      40.89	      31.68	      18.43	
 2019/09/12	 1394.91	 1396.63	 1380.74	 1393.16	       12176710	    1392.24	    1358.57	    1320.82	    1252.14	    1252.52	    1181.10	           	           	           	           	 2324360.00	 3069661.50	 2977761.50	      41.49	      33.64	      15.70	
 2019/09/16	 1398.22	 1401.45	 1385.30	 1392.87	       13427764	    1397.22	    1369.86	    1328.31	    1255.17	    1252.71	    1181.73	           	           	           	           	 2462541.50	 2973066.75	 2985809.50	      41.47	      35.21	      12.52	
 2019/09/17	 1387.65	 1387.65	 1351.87	 1357.92	       14086830	    1386.47	    1373.41	    1331.28	    1257.73	    1252.81	    1182.31	           	           	           	           	 2492182.00	 2708866.25	 2973006.00	      38.19	      35.80	       4.77	
 2019/09/18	 1362.00	 1364.85	 1347.75	 1358.19	       12554777	    1377.51	    1376.30	    1334.77	    1260.42	    1253.21	    1182.92	           	           	           	           	 2275179.00	 2485256.00	 2925322.75	      35.20	      35.68	      -0.96	
 2019/09/19	 1362.68	 1379.26	 1357.91	 1377.83	       12048708	    1375.99	    1380.45	    1339.52	    1263.34	    1253.73	    1183.63	           	           	           	           	 2241520.50	 2359156.50	 2876669.25	      34.03	      35.35	      -2.65	
 2019/09/20	 1380.30	 1385.85	 1372.44	 1375.66	       13205127	    1372.49	    1382.37	    1344.00	    1265.97	    1254.34	    1184.50	           	           	           	           	 2478924.75	 2390069.50	 2729865.50	      32.55	      34.79	      -4.48	
 2019/09/23	 1369.65	 1369.65	 1345.16	 1356.42	       13655188	    1365.20	    1381.21	    1347.31	    1268.44	    1254.34	    1185.29	           	           	           	           	 2397923.50	 2377146.00	 2675106.50	      29.48	      33.73	      -8.49	
 2019/09/24	 1358.62	 1382.83	 1355.86	 1371.52	       15847508	    1367.92	    1377.20	    1352.08	    1270.39	    1254.03	    1186.15	           	           	           	           	 2987916.00	 2476292.75	 2592579.50	      27.95	      32.57	      -9.25	
 2019/09/25	 1364.17	 1365.08	 1350.68	 1351.21	       15348847	    1366.53	    1372.02	    1354.93	    1271.98	    1253.58	    1186.90	           	           	           	           	 2732867.50	 2567830.50	 2526543.25	      24.81	      31.02	     -12.42	
 2019/09/26	 1355.09	 1359.30	 1317.71	 1318.55	       15363979	    1354.67	    1365.33	    1356.48	    1273.28	    1252.75	    1187.60	           	           	           	           	 2656809.25	 2650888.25	 2505022.50	      19.46	      28.71	     -18.49	
 2019/09/27	 1321.75	 1337.24	 1317.09	 1333.11	       12359664	    1346.16	    1359.33	    1358.95	    1275.00	    1252.07	    1188.41	           	           	           	           	 1964883.13	 2548080.00	 2469074.75	      16.21	      26.21	     -19.99	
 2019/09/30	 1334.56	 1336.32	 1311.57	 1311.57	       10861898	    1337.19	    1351.20	    1360.53	    1276.28	    1251.42	    1189.05	           	           	           	           	 1798593.38	 2428213.75	 2402680.00	      11.76	      23.32	     -23.12	
 2019/10/08	 1311.69	 1319.66	 1295.68	 1297.33	       11417001	    1322.35	    1345.14	    1359.28	    1277.99	    1250.59	    1189.59	           	           	           	           	 1982594.50	 2227149.50	 2351721.25	       7.01	      20.06	     -26.10	
 2019/10/09	 1293.00	 1302.68	 1285.49	 1302.68	       10464991	    1312.65	    1339.59	    1357.94	    1279.66	    1249.95	    1190.15	           	           	           	           	 1885705.25	 2057717.13	 2312773.75	       3.63	      16.77	     -26.29	
 2019/10/10	 1312.66	 1341.63	 1308.80	 1339.98	       13873250	    1316.93	    1335.80	    1358.12	    1282.04	    1249.87	    1190.78	           	           	           	           	 2607853.50	 2047926.00	 2349407.00	       3.92	      14.20	     -20.57	
 2019/10/11	 1341.74	 1353.29	 1332.56	 1345.80	       15003418	    1319.47	    1332.82	    1357.59	    1284.51	    1249.80	    1191.49	           	           	           	           	 2675364.00	 2190022.00	 2369051.00	       4.56	      12.27	     -15.43	
 2019/10/14	 1360.89	 1369.66	 1356.58	 1359.55	       14553249	    1329.07	    1333.13	    1357.17	    1287.15	    1250.05	    1192.21	           	           	           	           	 2622425.00	 2354788.50	 2391501.25	       6.11	      11.04	      -9.86	
 2019/10/15	 1356.53	 1356.53	 1337.30	 1338.54	       15710501	    1337.31	    1329.83	    1353.52	    1289.11	    1249.80	    1192.95	           	           	           	           	 2710707.00	 2500411.00	 2363780.25	       5.58	       9.95	      -8.74	
 2019/10/16	 1338.69	 1349.97	 1333.81	 1334.60	       13967085	    1343.69	    1328.17	    1350.09	    1291.00	    1249.45	    1193.61	           	           	           	           	 2632392.75	 2649748.50	 2353732.75	       4.78	       8.91	      -8.26	
 2019/10/17	 1336.34	 1342.47	 1331.78	 1336.25	       10584604	    1342.95	    1329.94	    1347.64	    1292.82	    1249.20	    1194.50	           	           	           	           	 2086399.00	 2545457.50	 2296691.75	       4.24	       7.98	      -7.48	
 2019/10/18	 1339.62	 1350.44	 1324.48	 1327.42	       12539249	    1339.27	    1329.37	    1344.35	    1294.83	    1248.80	    1195.40	           	           	           	           	 2273066.25	 2464998.00	 2327510.00	       3.06	       6.99	      -7.87	
 2019/10/21	 1329.09	 1329.09	 1307.26	 1319.85	        9816964	    1331.33	    1330.20	    1340.70	    1296.51	    1248.54	    1196.28	           	           	           	           	 1867183.50	 2313949.75	 2334369.00	       1.49	       5.89	      -8.80	
 2019/10/22	 1323.45	 1338.09	 1321.85	 1338.09	       10652884	    1331.24	    1334.28	    1339.71	    1298.86	    1248.55	    1197.54	           	           	           	           	 1897959.38	 2151400.25	 2325905.50	       1.71	       5.06	      -6.70	
 2019/10/23	 1337.23	 1338.29	 1319.09	 1322.16	        9565327	    1328.75	    1336.22	    1337.91	    1300.66	    1248.22	    1198.71	           	           	           	           	 1649770.00	 1954875.63	 2302312.00	       0.58	       4.16	      -7.16	
 2019/10/24	 1321.79	 1327.26	 1312.05	 1322.94	        8766186	    1326.09	    1334.52	    1335.16	    1302.19	    1248.28	    1199.96	           	           	           	           	 1560544.13	 1849704.63	 2197581.00	      -0.24	       3.28	      -7.04	
 2019/10/25	 1323.63	 1341.54	 1317.65	 1340.26	       10019954	    1328.66	    1333.97	    1333.39	    1303.83	    1248.51	    1201.37	           	           	           	           	 1819841.38	 1759059.63	 2112028.75	       0.50	       2.73	      -4.45	
 2019/10/28	 1352.53	 1367.17	 1347.11	 1366.26	       15936764	    1337.94	    1334.64	    1333.88	    1305.87	    1249.23	    1202.85	           	           	           	           	 2938842.50	 1973391.50	 2143670.50	       3.15	       2.81	       0.67	
 2019/10/29	 1362.80	 1365.98	 1348.30	 1348.30	       14888790	    1339.98	    1335.61	    1332.72	    1307.66	    1249.84	    1204.34	           	           	           	           	 2737853.50	 2141370.25	 2146385.25	       3.75	       3.00	       1.51	
 2019/10/30	 1346.83	 1353.57	 1337.13	 1348.71	       10550254	    1345.29	    1337.02	    1332.60	    1309.20	    1251.27	    1205.65	           	           	           	           	 2072996.63	 2226015.50	 2090445.63	       4.22	       3.24	       1.95	
 2019/10/31	 1351.70	 1358.92	 1339.58	 1342.06	       10227133	    1349.12	    1337.60	    1333.77	    1310.78	    1252.54	    1206.69	           	           	           	           	 1980574.75	 2310021.75	 2079863.25	       4.00	       3.39	       1.21	
 2019/11/01	 1341.07	 1362.48	 1340.17	 1361.88	       10593976	    1353.44	    1341.05	    1335.21	    1312.74	    1254.06	    1207.90	           	           	           	           	 2038437.25	 2353741.00	 2056400.25	       5.37	       3.79	       3.16	
 2019/11/04	 1364.33	 1377.68	 1362.02	 1370.76	       12316331	    1354.34	    1346.14	    1338.17	    1315.11	    1255.79	    1209.20	           	           	           	           	 2445274.00	 2255027.25	 2114209.25	       7.09	       4.45	       5.28	
 2019/11/05	 1374.16	 1389.83	 1365.21	 1385.23	       13041547	    1361.73	    1350.86	    1342.57	    1318.18	    1257.19	    1210.59	           	           	           	           	 2692632.75	 2245983.00	 2193676.75	       9.51	       5.46	       8.09	
 2019/11/06	 1388.30	 1396.84	 1375.61	 1380.98	       12196621	    1368.18	    1356.74	    1346.48	    1321.47	    1258.75	    1212.02	           	           	           	           	 2681545.50	 2367692.75	 2296854.25	      10.95	       6.56	       8.79	
 2019/11/07	 1375.78	 1395.54	 1372.55	 1388.37	       12900370	    1377.44	    1363.28	    1348.90	    1324.98	    1260.39	    1213.53	           	           	           	           	 2413833.25	 2454344.50	 2382183.25	      12.55	       7.76	       9.59	
 2019/11/08	 1398.23	 1406.46	 1388.67	 1389.84	       15066863	    1383.04	    1368.24	    1351.10	    1328.21	    1261.81	    1214.98	           	           	           	           	 2737732.50	 2594203.50	 2473972.25	      13.78	       8.96	       9.64	
 2019/11/11	 1380.40	 1382.45	 1356.80	 1358.47	       12336751	    1380.58	    1367.46	    1351.05	    1331.04	    1262.96	    1216.27	           	           	           	           	 2190884.75	 2543325.75	 2399176.50	      12.08	       9.59	       4.99	
 2019/11/12	 1360.17	 1363.45	 1339.76	 1353.74	       11444822	    1374.28	    1368.00	    1351.81	    1333.34	    1264.46	    1217.49	           	           	           	           	 2052614.13	 2415322.00	 2330652.50	      10.24	       9.72	       1.04	
 2019/11/13	 1352.71	 1368.18	 1349.27	 1366.28	        9529531	    1371.34	    1369.76	    1353.39	    1336.01	    1266.06	    1218.54	           	           	           	           	 1863911.38	 2251795.25	 2309744.00	       9.68	       9.71	      -0.07	
 2019/11/14	 1366.47	 1380.71	 1365.40	 1376.94	       11338688	    1369.05	    1373.25	    1355.43	    1338.65	    1267.62	    1219.62	           	           	           	           	 2013283.50	 2171685.25	 2313015.00	       9.98	       9.76	       0.43	
 2019/11/15	 1377.89	 1384.59	 1364.64	 1364.64	       13406116	    1364.01	    1373.53	    1357.29	    1340.82	    1269.11	    1220.66	           	           	           	           	 2353691.50	 2094877.00	 2344540.25	       9.12	       9.63	      -1.03	
 2019/11/18	 1362.84	 1374.27	 1359.64	 1373.87	       10459476	    1367.09	    1373.84	    1359.99	    1343.00	    1270.94	    1221.75	           	           	           	           	 1875974.38	 2031895.00	 2287610.25	       9.07	       9.52	      -0.89	
 2019/11/19	 1375.42	 1420.08	 1373.68	 1420.06	       13230753	    1380.36	    1377.32	    1364.09	    1345.03	    1273.16	    1223.10	           	           	           	           	 2614702.75	 2144312.75	 2279817.25	      12.62	      10.14	       4.96	
 2019/11/20	 1422.75	 1435.87	 1410.52	 1412.89	       15484201	    1389.68	    1380.51	    1368.62	    1347.10	    1275.06	    1224.41	           	           	           	           	 2887880.50	 2349106.50	 2300450.75	      14.69	      11.05	       7.27	
 2019/11/21	 1406.88	 1418.28	 1399.36	 1405.08	       10713683	    1395.31	    1382.18	    1372.73	    1349.14	    1276.85	    1225.53	           	           	           	           	 2214506.00	 2389351.00	 2280518.25	      15.52	      11.94	       7.14	
 2019/11/22	 1414.64	 1429.22	 1371.54	 1380.23	       16738032	    1398.43	    1381.22	    1374.73	    1350.71	    1278.51	    1226.49	           	           	           	           	 3485403.50	 2615693.50	 2355285.25	      14.00	      12.36	       3.30	
 2019/11/25	 1382.49	 1385.26	 1357.15	 1367.94	       11948973	    1397.24	    1382.17	    1374.81	    1352.00	    1280.19	    1227.42	           	           	           	           	 2375405.00	 2715579.50	 2373737.25	      11.68	      12.22	      -1.08	
 2019/11/26	 1373.69	 1384.84	 1366.24	 1383.68	       11975829	    1389.96	    1385.16	    1376.58	    1353.80	    1282.02	    1228.33	           	           	           	           	 2487726.00	 2690184.25	 2417248.50	      10.98	      11.97	      -1.98	
 2019/11/27	 1376.89	 1391.66	 1364.26	 1380.36	       11339746	    1383.46	    1386.57	    1378.17	    1355.23	    1283.93	    1229.24	           	           	           	           	 2184830.75	 2549574.25	 2449340.50	      10.05	      11.59	      -3.08	
 2019/11/28	 1380.91	 1386.09	 1372.93	 1378.11	        9334811	    1378.06	    1386.69	    1379.97	    1356.74	    1285.90	    1230.16	           	           	           	           	 1755895.00	 2457852.00	 2423601.50	       9.02	      11.07	      -4.11	
 2019/11/29	 1374.37	 1377.84	 1354.57	 1369.10	        9480015	    1375.84	    1387.13	    1380.33	    1358.16	    1287.81	    1231.19	           	           	           	           	 1964335.75	 2153638.50	 2384666.00	       7.39	      10.34	      -5.89	
 2019/12/02	 1375.60	 1381.13	 1368.34	 1372.04	       10279247	    1376.66	    1386.95	    1380.39	    1359.70	    1289.95	    1232.21	           	           	           	           	 1899489.75	 2058455.50	 2387017.50	       6.27	       9.52	      -6.51	
 2019/12/03	 1367.25	 1379.46	 1352.16	 1379.46	        9899436	    1375.81	    1382.89	    1380.10	    1360.65	    1292.05	    1233.30	           	           	           	           	 1980052.50	 1956920.75	 2323552.50	       5.91	       8.80	      -5.79	
 2019/12/04	 1371.66	 1391.79	 1369.27	 1380.72	        9453082	    1375.89	    1379.67	    1380.09	    1361.51	    1293.78	    1234.57	           	           	           	           	 1862320.13	 1892418.63	 2220996.50	       5.66	       8.17	      -5.03	
 2019/12/05	 1385.90	 1420.52	 1385.62	 1415.65	       13910287	    1383.39	    1380.73	    1381.45	    1362.83	    1295.91	    1236.00	           	           	           	           	 2854923.50	 2112224.25	 2285038.25	       8.18	       8.17	       0.02	
 2019/12/06	 1416.54	 1429.63	 1412.43	 1429.63	       12837833	    1395.50	    1385.67	    1383.44	    1364.05	    1298.14	    1237.45	           	           	           	           	 2419282.50	 2203213.75	 2178426.00	      11.18	       8.78	       4.82	
 2019/12/09	 1436.92	 1437.66	 1417.29	 1422.53	       13821645	    1405.60	    1391.13	    1386.65	    1364.96	    1300.50	    1238.77	           	           	           	           	 2515712.00	 2326458.00	 2192456.75	      12.84	       9.59	       6.51	
 2019/12/10	 1417.16	 1444.86	 1414.69	 1443.03	       14617693	    1418.31	    1397.06	    1391.11	    1365.48	    1303.04	    1240.29	           	           	           	           	 2538485.25	 2438144.75	 2197532.75	      15.63	      10.80	       9.67	
 2019/12/11	 1440.87	 1443.63	 1423.34	 1427.76	       13628416	    1427.72	    1401.80	    1394.19	    1365.89	    1305.40	    1241.68	           	           	           	           	 2514440.50	 2568568.75	 2230493.75	      16.42	      11.92	       8.99	
 2019/12/12	 1428.95	 1441.91	 1425.19	 1428.34	       13400291	    1430.26	    1406.83	    1396.76	    1366.61	    1307.65	    1242.92	           	           	           	           	 2458636.50	 2489311.25	 2300767.75	      16.89	      12.92	       7.96	
 2019/12/13	 1446.43	 1465.41	 1441.30	 1463.51	       18433914	    1437.03	    1416.27	    1401.70	    1367.78	    1309.96	    1244.27	           	           	           	           	 3703929.25	 2746240.75	 2474727.25	      19.88	      14.31	      11.14	
 2019/12/16	 1467.61	 1486.12	 1460.74	 1486.12	       18925676	    1449.75	    1427.68	    1407.31	    1369.33	    1312.25	    1245.73	           	           	           	           	 3884308.00	 3019960.00	 2673209.00	      23.80	      16.21	      15.18	
 2019/12/17	 1489.90	 1514.01	 1488.76	 1505.52	       20783008	    1462.25	    1440.28	    1411.58	    1371.79	    1314.76	    1247.41	           	           	           	           	 4262329.00	 3364728.75	 2901436.75	      28.14	      18.59	      19.10	
